date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,monthly_income_outlier_flag,monthly_expense_total_outlier_flag,savings_rate_outlier_flag,net_savings,year,month,discretionary_ratio,essential_ratio,expense_income_ratio
2020-05-25,1529,4708.46,3533.97,0.37,2535.78,normal,697.0,0.36,783.58,0.0,3,709.75,61,0,690.13,2430.74,Salary,1152.65,Rent,Positive,20.8,Low,1174.49,0,0,0,0,1174.4900000000002,2020,5,0.19528462324241577,0.6878213453990837,0.750557507125472
2021-09-17,1664,2254.1,2907.71,0.06,2962.08,normal,627.0,0.37,310.87,111.81,5,1673.62,90,1,71.5,2176.83,Freelance,499.62,Investments,Positive,40.8,Low,0.0,0,0,0,0,-653.6100000000001,2021,9,0.024589797469486297,0.7486406828741518,1.2899649527527617
2020-10-22,1083,4504.36,3433.1,0.29,3309.33,normal,643.0,0.31,673.7,291.43,5,1503.0,61,0,458.21,1580.99,Freelance,1066.57,Healthcare,Positive,28.1,Medium,1071.26,0,0,0,0,1071.2599999999998,2020,10,0.13346829396172555,0.46051382132766305,0.762172650498628
2020-12-21,1027,2492.28,1923.78,0.06,2018.49,normal,721.0,0.54,605.59,499.82,4,1046.86,73,0,334.72,2508.13,Mixed,1288.7,Insurance,Negative,12.1,Low,568.5,0,0,0,0,568.5000000000002,2020,12,0.1739907889675535,1.3037509486531724,0.7718956136549665
2023-05-10,1288,4472.59,1321.97,0.2,3521.55,normal,634.0,0.54,241.16,345.43,9,492.84,97,0,560.33,2216.07,Salary,1629.08,Insurance,Positive,57.7,Medium,3150.62,0,0,0,0,3150.62,2023,5,0.42385984553355976,1.676339099979576,0.2955714697747837
2022-11-11,1320,3540.69,3548.21,0.24,3392.41,normal,659.0,0.58,371.17,777.61,4,1229.07,47,0,658.15,2571.65,Salary,1147.27,Dining Out,Positive,52.2,Low,0.0,0,0,0,0,-7.519999999999982,2022,11,0.18548789389579534,0.7247739000791948,1.0021238798087377
2022-01-15,1780,4351.44,3157.5,0.37,1632.69,normal,627.0,0.46,846.5,0.0,8,640.74,33,0,666.32,3328.91,Salary,311.86,Insurance,Negative,86.4,Medium,1193.94,0,0,0,0,1193.9399999999996,2022,1,0.211027711797308,1.0542866191607283,0.7256218631073852
2019-08-29,1171,4373.5,3078.52,0.15,2364.9,normal,681.0,0.57,280.56,614.43,2,1583.72,71,0,390.81,2605.64,Salary,1223.07,Entertainment,Positive,83.8,High,1294.98,0,0,0,0,1294.98,2019,8,0.126947364317919,0.8463937216584593,0.7039030524751343
2022-01-15,1609,3090.57,1936.15,0.38,2964.43,normal,701.0,0.55,295.6,269.48,3,890.65,44,0,561.77,2419.58,Freelance,1226.48,Entertainment,Neutral,70.9,Low,1154.42,0,0,0,0,1154.42,2022,1,0.2901479740722568,1.2496862329881464,0.6264701980540807
2020-05-25,1730,4003.62,4254.45,0.17,2560.16,normal,628.0,0.46,660.45,767.32,1,794.26,57,0,525.02,1000.0,Salary,1609.61,Insurance,Positive,71.8,Low,0.0,0,0,0,0,-250.82999999999993,2020,5,0.12340490545193857,0.23504800855574753,1.0626508010250724
2023-03-11,1666,4800.99,3518.49,0.32,2657.7,normal,724.0,0.33,506.87,522.94,1,819.72,67,0,727.52,2434.47,Salary,1435.2,Groceries,Positive,0.3,Medium,1282.5,0,0,0,0,1282.5,2023,3,0.20677051803472513,0.6919076080932446,0.732867596058313
2022-05-15,1424,4869.11,2647.38,0.36,3108.02,normal,693.0,0.3,401.0,386.49,2,1602.48,55,0,204.84,2596.04,Salary,926.08,Investments,Negative,31.2,High,2221.73,0,0,0,0,2221.7299999999996,2022,5,0.07737461188042517,0.9806072418768744,0.543709219960116
2022-12-11,1454,5597.8,3625.7,0.15,2834.22,normal,725.0,0.41,400.79,282.1,5,915.93,72,0,636.49,2955.68,Salary,1378.87,Insurance,Neutral,84.2,Low,1972.1,0,0,0,0,1972.1000000000004,2022,12,0.17554954905259676,0.8152025815704553,0.6477008824895494
2023-09-07,1201,3982.86,3612.94,0.4,2743.04,normal,670.0,0.57,477.46,299.86,4,1767.97,24,0,845.02,2875.94,Salary,750.68,Dining Out,Positive,37.9,Medium,369.92,0,0,0,0,369.9200000000001,2023,9,0.23388708364932714,0.7960110048879859,0.9071220178464722
2023-06-09,1919,3439.29,3526.43,0.18,2635.15,normal,593.0,0.18,650.92,365.01,4,1765.09,83,0,432.86,1938.33,Salary,916.6,Utilities,Positive,32.7,Low,0.0,0,0,0,0,-87.13999999999987,2023,6,0.12274736773450771,0.5496578692899051,1.0253366247103326
2020-05-25,1696,3630.66,4270.29,0.18,2689.16,normal,663.0,0.25,861.83,811.23,1,1224.27,30,0,686.64,2087.13,Salary,1932.18,Dining Out,Positive,48.7,Low,0.0,0,0,0,0,-639.6300000000001,2020,5,0.1607947001257526,0.48875603296263254,1.176174579828461
2019-01-01,1235,2400.4,1700.57,0.27,3172.36,normal,599.0,0.42,479.42,248.1,4,309.59,48,0,76.45,2245.34,Salary,787.57,Utilities,Neutral,2.6,Medium,699.83,0,0,0,0,699.8300000000002,2019,1,0.04495551491558713,1.3203455312042434,0.7084527578736877
2023-04-10,1153,4736.23,2157.48,0.06,2196.61,normal,662.0,0.4,289.77,322.29,3,469.2,94,0,589.69,1045.09,Freelance,517.71,Healthcare,Positive,25.3,Low,2578.75,1,0,0,0,2578.7499999999995,2023,4,0.2733235070545266,0.48440309991286123,0.45552686419367305
2022-10-12,1027,3291.11,3327.54,0.15,2957.58,normal,674.0,0.55,368.21,786.48,9,1434.91,66,0,442.54,2909.5,Salary,1015.46,Rent,Positive,27.5,High,0.0,0,0,0,0,-36.429999999999836,2022,10,0.13299314208093668,0.8743696544594506,1.0110692137303219
2019-01-31,1227,3209.62,3255.14,0.3,3255.29,normal,677.0,0.45,598.17,0.0,9,299.11,47,0,456.84,1170.54,Salary,472.97,Education,Negative,14.8,Medium,0.0,0,0,0,0,-45.51999999999998,2019,1,0.14034419410532264,0.3595974366693906,1.014182364267421
2020-07-24,1581,5302.86,3549.05,0.32,3035.51,normal,650.0,0.22,774.29,45.19,9,954.31,90,0,91.94,2842.66,Salary,2227.2,Utilities,Positive,50.3,Low,1753.81,0,0,0,0,1753.8099999999995,2020,7,0.025905524013468392,0.8009636381566897,0.6692709217290294
2021-08-18,1169,2990.93,2714.58,0.2,2042.97,normal,684.0,0.17,561.79,598.51,8,221.72,84,0,684.88,2627.69,Freelance,999.33,Dining Out,Positive,26.0,Low,276.35,0,0,0,0,276.3499999999999,2021,8,0.2522968562355871,0.9679913651467262,0.9076039893946031
2021-06-19,1474,4397.68,2868.96,0.17,2385.19,normal,618.0,0.51,472.33,536.84,2,551.22,91,0,743.73,2144.9,Freelance,913.85,Insurance,Negative,82.9,High,1528.72,0,0,0,0,1528.7200000000003,2021,6,0.25923331102559816,0.7476228319669845,0.6523803460006184
2023-08-08,1036,4850.12,1752.14,0.14,3573.38,normal,703.0,0.32,512.53,627.08,1,1163.01,24,0,368.38,2357.52,Salary,889.28,Healthcare,Positive,95.4,Medium,3097.98,0,0,0,0,3097.9799999999996,2023,8,0.21024575661762188,1.3455089205200497,0.3612570410629016
2023-07-09,1160,3854.53,2141.09,0.31,2531.1,normal,677.0,0.27,313.4,27.85,3,108.19,43,0,656.06,2299.9,Salary,1082.03,Investments,Positive,77.3,Low,1713.44,0,0,0,0,1713.44,2023,7,0.30641402276410606,1.0741725009224272,0.5554736893992264
2019-05-31,1289,4551.4,3540.8,0.09,3929.6,normal,639.0,0.29,789.04,523.47,6,1074.86,85,0,488.86,1996.04,Freelance,1359.26,Rent,Positive,99.0,Low,1010.6,0,0,0,0,1010.5999999999995,2019,5,0.13806484410302755,0.5637257117035698,0.7779584303730721
2023-01-10,1378,4781.64,5030.97,0.3,3117.82,normal,715.0,0.11,435.78,81.4,7,690.1,59,0,668.84,2504.07,Salary,1622.36,Healthcare,Neutral,19.5,High,0.0,0,0,0,0,-249.32999999999993,2023,1,0.13294454150988774,0.497731053852438,1.0521431977313223
2022-10-12,1460,4214.59,2935.05,0.34,3561.01,normal,716.0,0.21,145.65,749.6,8,1480.97,25,0,512.89,1520.38,Mixed,1507.2,Utilities,Positive,56.7,Low,1279.54,0,0,0,0,1279.54,2022,10,0.1747465971618882,0.5180082111037291,0.6964022597690405
2019-06-30,1444,5029.99,3890.02,0.12,2755.79,normal,643.0,0.57,598.04,583.82,3,1033.75,69,0,436.04,2015.3,Salary,1047.73,Groceries,Positive,89.7,Low,1139.97,0,0,0,0,1139.9699999999998,2019,6,0.11209196867882427,0.5180693158389931,0.7733653546030906
2023-08-08,1597,5583.22,3617.96,0.12,2848.01,normal,620.0,0.42,151.38,224.26,9,653.18,75,0,391.85,1603.89,Mixed,1117.16,Dining Out,Positive,95.2,Low,1965.26,0,0,0,0,1965.2600000000002,2023,8,0.10830689117624297,0.4433133589094407,0.6480059893753067
2019-05-01,1608,2918.58,1340.14,0.32,2849.76,normal,657.0,0.35,534.33,385.09,5,686.51,59,0,342.52,2141.52,Salary,1094.19,Insurance,Negative,74.7,High,1578.44,0,0,0,0,1578.4399999999998,2019,5,0.2555852373632605,1.597982300356679,0.45917535239739876
2023-05-10,1098,3652.61,3711.58,0.19,2367.43,normal,698.0,0.47,418.9,395.38,3,471.62,74,0,504.77,2014.31,Salary,434.38,Insurance,Positive,76.8,Medium,0.0,0,0,0,0,-58.9699999999998,2023,5,0.13599868519606206,0.5427095738203137,1.0161446198745554
2019-04-01,1050,3710.06,3726.19,0.31,2109.71,normal,756.0,0.13,249.52,376.76,1,169.44,76,0,424.2,1894.23,Salary,928.37,Healthcare,Negative,88.1,Medium,0.0,0,0,0,0,-16.13000000000011,2019,4,0.1138428260502014,0.5083557199176639,1.0043476385826644
2019-11-27,1075,3721.67,1965.74,0.33,3273.66,normal,699.0,0.29,499.24,460.01,2,1018.89,72,0,0.0,2589.51,Salary,1339.14,Insurance,Positive,71.2,Low,1755.93,0,0,0,0,1755.93,2019,11,0.0,1.3173207036535861,0.5281876146998524
2020-09-22,1256,3234.86,2922.43,0.27,2844.51,normal,677.0,0.38,591.92,92.52,6,527.64,82,0,552.49,2895.39,Salary,999.43,Healthcare,Positive,66.2,Medium,312.43,0,0,0,0,312.4300000000003,2020,9,0.18905157694110725,0.9907474259434785,0.9034177676931922
2023-03-11,1353,6076.12,3879.48,0.31,2970.84,normal,732.0,0.22,498.1,300.9,3,1275.15,82,0,392.15,2101.56,Salary,1154.83,Utilities,Neutral,13.0,Low,2196.64,0,0,0,0,2196.64,2023,3,0.10108313485312465,0.5417117758050047,0.6384798193584064
2020-02-25,1908,3664.79,2656.52,0.22,2879.68,normal,708.0,0.39,375.54,606.79,5,969.33,22,0,587.22,2225.48,Freelance,1753.52,Entertainment,Positive,96.0,Medium,1008.27,0,0,0,0,1008.27,2020,2,0.22104858988451057,0.8377426106334603,0.7248764594969971
2019-06-30,1984,4085.94,3449.51,0.35,2936.09,normal,698.0,0.22,674.05,441.61,6,1192.23,96,0,700.37,2321.52,Salary,916.16,Investments,Positive,48.2,Medium,636.43,0,0,0,0,636.4299999999998,2019,6,0.20303463390452556,0.6729999333238633,0.8442390245573846
2023-04-10,1048,3940.12,3005.82,0.29,2963.31,normal,665.0,0.37,376.16,231.16,6,700.32,46,0,347.27,2089.57,Freelance,2043.99,Transportation,Positive,54.4,Medium,934.3,0,0,0,0,934.2999999999997,2023,4,0.1155325335515766,0.6951746944261467,0.7628752423784048
2022-11-11,1206,3764.31,2918.07,0.22,2831.01,normal,662.0,0.44,671.29,0.0,4,789.59,96,0,619.13,2275.19,Salary,1127.83,Groceries,Positive,66.0,Low,846.24,0,0,0,0,846.2399999999998,2022,11,0.21217105826796478,0.7796900005825769,0.7751938602293648
2019-03-02,1126,2922.2,2701.92,0.2,2673.81,normal,612.0,0.25,544.74,199.25,3,1588.49,90,0,649.32,2203.48,Salary,941.17,Dining Out,Negative,7.7,Low,220.28,0,0,0,0,220.27999999999975,2019,3,0.24031799609166815,0.8155237756854384,0.9246184381630279
2023-03-11,1128,4797.98,3844.56,0.3,3441.53,normal,685.0,0.18,615.87,331.69,6,665.9,83,0,783.88,2484.2,Salary,1231.69,Dining Out,Positive,89.1,Low,953.42,0,0,0,0,953.4199999999996,2023,3,0.203893293380777,0.6461597686081112,0.8012872083668544
2023-08-08,1152,4001.96,1599.82,0.36,3159.82,normal,758.0,0.51,512.79,390.54,5,267.73,27,0,236.77,2706.4,Salary,1337.23,Rent,Neutral,93.0,High,2402.14,0,0,0,0,2402.1400000000003,2023,8,0.14799789976372343,1.6916903151604556,0.39975911803216424
2022-02-14,1534,4393.54,3511.84,0.36,2752.58,normal,688.0,0.26,466.63,396.53,3,1939.31,47,0,197.56,2114.79,Mixed,1498.16,Entertainment,Negative,41.2,High,881.7,0,0,0,0,881.6999999999998,2022,2,0.05625541026926056,0.6021885962914028,0.7993190001684292
2023-03-11,1490,4633.39,2550.73,0.4,2841.49,normal,658.0,0.45,712.69,338.74,4,798.63,37,0,844.85,1887.72,Salary,1721.65,Entertainment,Positive,85.0,Low,2082.66,0,0,0,0,2082.6600000000003,2023,3,0.3312189059602545,0.7400704896245388,0.5505105333244126
2019-07-30,1964,3119.97,2867.39,0.39,2903.96,normal,689.0,0.15,88.74,223.52,2,1310.95,72,0,278.75,2877.75,Salary,1392.31,Insurance,Positive,93.5,Low,252.58,0,0,0,0,252.57999999999993,2019,7,0.09721384255368122,1.003613041825493,0.9190440933726927
2019-07-30,1406,4907.74,4052.07,0.16,3173.14,normal,601.0,0.53,527.73,490.53,6,0.0,80,0,306.43,3244.13,Mixed,937.35,Entertainment,Positive,12.8,Low,855.67,0,0,0,0,855.6699999999996,2019,7,0.07562307660035487,0.8006105521375494,0.8256488730046825
2020-09-22,1693,3652.81,2241.96,0.28,2866.02,normal,716.0,0.54,389.56,372.83,3,1754.21,40,0,673.19,2075.77,Freelance,1011.85,Dining Out,Negative,15.6,Low,1410.85,0,0,0,0,1410.85,2020,9,0.30026851504933183,0.9258728969294724,0.6137631029262404
2021-07-19,1523,4430.53,3054.13,0.06,3221.31,normal,702.0,0.59,471.15,709.62,8,1357.61,69,0,334.26,2069.55,Salary,1197.27,Investments,Positive,70.4,Low,1376.4,0,0,0,0,1376.3999999999996,2021,7,0.10944524299882454,0.6776234148513652,0.6893373930432702
2023-09-07,1626,4088.05,3161.43,0.3,3451.91,normal,657.0,0.28,745.27,751.72,8,66.51,85,0,460.52,1144.4,Salary,1528.61,Insurance,Positive,32.1,Medium,926.62,0,0,0,0,926.6200000000003,2023,9,0.1456682577188171,0.3619880876691877,0.7733344748718826
2022-09-12,1692,3067.71,3713.18,0.24,2657.7,normal,666.0,0.35,718.05,475.5,2,1129.23,22,0,475.02,1512.35,Salary,1579.1,Dining Out,Neutral,3.2,Low,0.0,0,0,0,0,-645.4699999999998,2022,9,0.12792808320630833,0.40729240166110986,1.2104077634456971
2019-05-31,1919,3911.17,2421.84,0.25,3203.99,normal,721.0,0.47,545.84,426.5,4,984.89,94,0,505.98,2212.8,Mixed,1256.08,Utilities,Positive,53.6,Low,1489.33,0,0,0,0,1489.33,2019,5,0.208923793479338,0.9136854622931325,0.619211131196036
2019-12-27,1978,3409.21,2482.21,0.13,3487.54,normal,654.0,0.11,491.2,705.43,2,1561.27,57,0,310.48,1795.41,Freelance,1166.45,Education,Positive,24.3,Medium,927.0,0,0,0,0,927.0,2019,12,0.12508208411053054,0.7233110816570717,0.7280894987401774
2019-05-01,1054,4581.38,3670.36,0.21,2684.65,normal,733.0,0.6,398.27,1047.18,3,828.45,60,0,510.7,2073.95,Mixed,1215.9,Utilities,Positive,19.7,Low,911.02,0,0,0,0,911.02,2019,5,0.13914166457786156,0.5650535642280321,0.8011472525745518
2020-06-24,1747,1876.64,4276.5,0.23,1681.78,normal,716.0,0.43,899.33,313.01,6,1077.59,35,0,670.36,1882.99,Salary,1160.24,Rent,Positive,55.9,Medium,0.0,0,0,0,0,-2399.8599999999997,2020,6,0.1567543551970069,0.4403110019876067,2.2788068036490747
2022-07-14,1175,2562.91,3346.14,0.17,2508.7,normal,718.0,0.34,604.48,101.87,1,876.18,67,0,213.1,2898.74,Salary,1311.67,Entertainment,Positive,12.5,Low,0.0,0,0,0,0,-783.23,2022,7,0.06368532099673056,0.8662936996061132,1.305601835413651
2023-04-10,1448,2644.59,3200.5,0.28,2069.0,normal,669.0,0.19,372.12,352.22,8,808.17,20,0,393.55,1994.56,Freelance,1918.38,Dining Out,Positive,74.1,Low,0.0,0,0,0,0,-555.9099999999999,2023,4,0.1229651616934854,0.6232026245899078,1.2102064970373478
2019-05-01,1305,6093.49,2460.77,0.27,2312.77,normal,634.0,0.39,558.56,363.44,5,135.52,31,0,622.32,1968.09,Freelance,782.82,Healthcare,Positive,51.4,Low,3632.72,1,0,0,0,3632.72,2019,5,0.2528964511108312,0.7997862457686009,0.40383589699827194
2023-10-07,1137,3688.64,2393.49,0.18,2847.23,normal,664.0,0.52,207.58,192.45,9,1857.33,62,0,542.26,2242.48,Salary,1443.14,Entertainment,Positive,76.8,Low,1295.15,0,0,0,0,1295.15,2023,10,0.22655620036014357,0.9369080296972204,0.6488814305543507
2021-08-18,1331,3714.16,3752.83,0.18,2903.44,normal,634.0,0.54,28.62,192.2,9,1023.73,44,0,739.31,2041.09,Salary,1669.49,Entertainment,Positive,75.5,Low,0.0,0,0,0,0,-38.67000000000007,2021,8,0.1970006634992792,0.5438802183951844,1.0104115062355956
2020-09-22,1566,1576.0,3467.34,0.07,2840.64,normal,637.0,0.6,406.19,395.14,5,1847.37,94,1,516.39,2749.87,Salary,1870.47,Transportation,Positive,78.4,Low,0.0,0,0,0,0,-1891.3400000000001,2020,9,0.1489297271106958,0.7930776906793103,2.20008883248731
2022-01-15,1223,4476.38,3222.82,0.4,1749.03,normal,634.0,0.57,672.52,367.22,6,954.26,99,0,526.51,2059.92,Salary,1175.16,Healthcare,Negative,31.8,Low,1253.56,0,0,0,0,1253.56,2022,1,0.163369347341769,0.6391669407537498,0.7199612186632949
2022-11-11,1634,3618.52,2967.77,0.22,2755.62,normal,628.0,0.52,343.49,566.83,3,1138.39,97,0,107.12,2406.85,Salary,1811.99,Investments,Neutral,54.2,Low,650.75,0,0,0,0,650.75,2022,11,0.03609444128082702,0.8109961351452437,0.8201612814078684
2020-02-25,1896,4503.57,3132.76,0.06,3073.21,normal,645.0,0.34,539.49,379.39,7,435.69,46,0,709.61,1000.0,Salary,1388.84,Groceries,Positive,76.5,Low,1370.81,0,0,0,0,1370.8099999999995,2020,2,0.2265127236047447,0.31920734432257813,0.6956170327096061
2023-06-09,1746,2675.59,3161.37,0.21,3754.86,normal,679.0,0.21,306.99,418.89,9,134.48,54,0,248.63,1759.86,Salary,1496.01,Utilities,Positive,46.2,High,0.0,0,0,0,0,-485.77999999999975,2023,6,0.07864628309878312,0.5566763776464001,1.1815599550005793
2022-12-11,1983,3549.62,2797.15,0.07,2304.84,normal,690.0,0.16,639.79,313.85,7,713.24,94,0,722.47,2522.92,Salary,906.81,Insurance,Positive,71.6,High,752.47,0,0,0,0,752.4699999999998,2022,12,0.25828790018411596,0.9019609245124501,0.7880139282514749
2021-08-18,1635,4738.71,3476.76,0.19,3029.09,normal,654.0,0.38,444.23,537.72,9,535.8,61,0,998.72,1191.26,Salary,1558.8,Groceries,Positive,14.0,Medium,1261.95,0,0,0,0,1261.9499999999998,2021,8,0.2872559509428318,0.3426350970443746,0.7336933469235298
2019-12-27,1453,5447.32,3872.62,0.31,2622.29,normal,745.0,0.5,392.34,395.52,4,1255.79,93,0,200.49,2157.19,Mixed,662.55,Transportation,Positive,87.3,Medium,1574.7,0,0,0,0,1574.6999999999998,2019,12,0.05177115234647345,0.55703632166337,0.7109220680995425
2022-08-13,1910,3271.42,2694.31,0.3,2077.23,normal,687.0,0.42,388.6,612.67,2,1594.2,61,0,448.33,1374.72,Salary,1060.46,Rent,Positive,2.9,Low,577.11,0,0,0,0,577.1100000000001,2022,8,0.1663988182503127,0.510230819764615,0.8235903674856789
2023-07-09,1201,3883.83,3041.49,0.12,3322.87,normal,694.0,0.24,631.3,237.93,5,1983.97,93,0,302.36,2766.93,Freelance,907.76,Insurance,Positive,11.2,Low,842.34,0,0,0,0,842.3400000000001,2023,7,0.09941180145257753,0.9097284554609747,0.7831161508098964
2022-08-13,1491,3598.39,3003.42,0.14,2793.03,normal,652.0,0.5,594.12,602.97,3,920.91,44,0,397.14,1625.5,Mixed,1770.26,Dining Out,Positive,50.4,Low,594.97,0,0,0,0,594.9699999999998,2022,8,0.13222925864514454,0.5412163466980975,0.834656610317392
2023-08-08,1596,4472.59,3789.99,0.24,2348.01,normal,757.0,0.33,543.4,720.54,3,1153.85,88,0,119.54,1201.72,Freelance,814.9,Education,Positive,4.1,Low,682.6,0,0,0,0,682.6000000000004,2023,8,0.03154098031920929,0.31707735376610496,0.8473814948385611
2021-06-19,1891,4200.93,2412.25,0.27,3061.44,normal,544.0,0.55,1021.44,44.1,3,1969.86,98,0,344.11,2701.03,Salary,770.85,Groceries,Negative,32.1,Low,1788.68,0,0,0,0,1788.6800000000003,2021,6,0.142651051922479,1.1197139599958545,0.5742180898039243
2019-11-27,1226,4788.35,3338.91,0.19,2105.19,normal,750.0,0.37,517.34,525.99,1,1218.2,70,0,749.14,2412.41,Salary,1499.56,Utilities,Positive,33.4,Low,1449.44,0,0,0,0,1449.4400000000005,2019,11,0.22436663462028028,0.7225142336870416,0.6972986519364708
2022-04-15,1426,2018.66,3057.77,0.12,2906.5,normal,785.0,0.22,496.1,466.62,7,1093.09,60,0,536.28,2902.44,Salary,1619.35,Investments,Positive,57.5,Medium,0.0,0,0,0,0,-1039.11,2022,4,0.17538271354614637,0.9492015423004346,1.5147523604767519
2019-07-30,1387,4298.25,4202.56,0.28,3467.47,normal,629.0,0.5,294.49,498.57,8,1768.46,90,0,468.41,1058.61,Salary,1291.15,Rent,Negative,41.1,Medium,95.69,0,0,0,0,95.6899999999996,2019,7,0.1114582540165994,0.2518964631082007,0.9777374512883151
2022-10-12,1290,3574.91,3462.02,0.39,3199.02,normal,641.0,0.34,428.94,527.66,6,0.0,69,0,479.37,2878.42,Freelance,1054.46,Rent,Positive,47.9,Low,112.89,0,0,0,0,112.88999999999987,2022,10,0.13846540459038365,0.8314278946973155,0.9684215826412413
2019-08-29,1212,3982.15,1987.45,0.12,2288.14,normal,666.0,0.56,514.24,158.99,2,1228.02,48,0,154.93,1286.58,Freelance,781.28,Entertainment,Positive,70.7,Low,1994.7,0,0,0,0,1994.7,2019,8,0.07795416236886463,0.6473521346448967,0.4990896877315018
2020-07-24,1775,4107.0,2575.75,0.16,3011.21,normal,563.0,0.5,705.39,482.41,1,0.0,97,0,475.52,3147.18,Salary,1019.72,Education,Neutral,27.9,Medium,1531.25,0,0,0,0,1531.25,2020,7,0.1846141900417354,1.22184994661749,0.6271609447285122
2022-09-12,1553,5558.89,1461.78,0.16,3851.46,normal,593.0,0.57,224.51,166.73,1,1234.22,35,0,409.61,2376.26,Freelance,1331.74,Dining Out,Neutral,98.6,Medium,4097.11,1,0,0,0,4097.110000000001,2022,9,0.2802131647717167,1.6255934545554052,0.26296256986556665
2021-04-20,1642,3883.98,4760.54,0.33,1777.72,normal,578.0,0.45,448.72,315.16,8,814.04,93,0,585.99,2390.49,Salary,1385.15,Education,Positive,48.7,Low,0.0,0,0,0,0,-876.56,2021,4,0.12309317850495953,0.5021468152772585,1.225686023100016
2023-03-11,1092,4016.66,2798.32,0.23,2812.22,normal,738.0,0.19,687.45,518.16,2,0.0,46,0,632.63,1340.23,Salary,1597.87,Dining Out,Neutral,78.4,High,1218.34,0,0,0,0,1218.3399999999997,2023,3,0.2260749306726893,0.4789409359901655,0.6966783347358253
2020-10-22,1045,3951.81,3257.29,0.36,1788.06,normal,708.0,0.41,393.0,67.54,7,1100.02,71,0,293.5,2767.74,Salary,867.53,Transportation,Positive,13.0,High,694.52,0,0,0,0,694.52,2020,10,0.09010557856377541,0.8497063509850212,0.8242526842130568
2023-02-09,1368,3393.56,3409.64,0.4,3043.73,normal,614.0,0.19,415.4,249.76,4,1264.6,96,0,626.21,3048.68,Mixed,920.01,Education,Neutral,41.1,Low,0.0,0,0,0,0,-16.079999999999927,2023,2,0.18365868537440905,0.8941354512499853,1.0047383868268132
2020-11-21,1748,4189.94,3390.29,0.14,2765.45,normal,694.0,0.46,349.39,538.44,4,131.29,25,0,457.51,2280.0,Salary,1688.33,Healthcare,Positive,50.9,High,799.65,0,0,0,0,799.6499999999996,2020,11,0.13494715791274492,0.6725088414265447,0.8091500116946783
2021-06-19,1357,4631.16,3209.93,0.26,3323.56,normal,660.0,0.36,252.19,623.3,6,1044.59,32,0,279.49,1364.2,Salary,1515.69,Insurance,Negative,53.4,Low,1421.23,0,0,0,0,1421.23,2021,6,0.08707043455776295,0.42499369145121546,0.6931157636531668
2019-01-31,1478,2733.02,3121.64,0.18,2019.2,normal,669.0,0.6,664.38,45.75,9,1460.63,44,0,392.16,1831.01,Salary,723.41,Entertainment,Positive,95.1,Low,0.0,0,0,0,0,-388.6199999999999,2019,1,0.1256262733691265,0.5865538627131892,1.1421943491083124
2019-10-28,1466,4775.91,4227.82,0.16,3301.0,normal,601.0,0.15,456.07,299.99,5,435.04,56,0,120.68,2814.52,Freelance,1328.93,Healthcare,Positive,31.4,Low,548.09,0,0,0,0,548.0900000000001,2019,10,0.0285442615816189,0.6657142451665398,0.8852386246809508
2022-05-15,1444,4332.24,2780.15,0.29,2623.59,normal,644.0,0.46,483.52,778.61,2,1272.99,93,0,536.34,2494.98,Salary,300.0,Education,Positive,64.7,Low,1552.09,0,0,0,0,1552.0899999999997,2022,5,0.1929176483283276,0.8974263978562308,0.6417349915978802
2021-12-16,1220,4908.88,3075.61,0.17,2517.83,normal,751.0,0.27,218.68,354.38,5,418.57,20,0,480.76,1608.67,Freelance,643.97,Investments,Negative,83.3,High,1833.27,0,0,0,0,1833.27,2021,12,0.15631370687440865,0.5230409577287107,0.6265400661658057
2021-10-17,1026,5545.12,2705.48,0.24,3874.76,normal,722.0,0.15,502.38,476.52,9,1544.95,91,0,265.47,3119.43,Salary,1202.94,Groceries,Positive,86.1,Medium,2839.64,0,0,0,0,2839.64,2021,10,0.09812306873456837,1.153004272809261,0.48790287676371297
2019-03-02,1859,3265.31,2146.34,0.17,3762.62,normal,735.0,0.14,812.44,824.93,6,1404.68,80,0,535.01,2356.9,Salary,462.49,Groceries,Positive,30.4,Medium,1118.97,0,0,0,0,1118.9699999999998,2019,3,0.249266192681495,1.098101885069467,0.6573158444374347
2022-11-11,1950,6575.88,2749.9,0.06,2244.91,normal,712.0,0.53,573.89,443.84,2,1760.12,63,0,639.52,2563.99,Salary,1422.68,Insurance,Neutral,10.7,Low,3825.98,1,1,0,0,3825.98,2022,11,0.2325611840430561,0.9323939052329174,0.41817977213696117
2019-09-28,1038,3705.56,2972.45,0.18,2874.56,normal,692.0,0.11,686.14,0.0,4,1420.62,77,0,47.46,1052.47,Salary,1347.05,Groceries,Negative,97.4,Medium,733.11,0,0,0,0,733.1100000000001,2019,9,0.015966626856633418,0.35407492136116675,0.8021594576798109
2021-09-17,1989,5329.29,2140.66,0.14,2394.66,normal,703.0,0.51,375.64,0.0,1,987.64,26,0,552.32,2568.68,Freelance,968.17,Healthcare,Negative,69.4,Medium,3188.63,1,0,0,0,3188.63,2021,9,0.25801388356861904,1.199947679687573,0.4016782723402179
